report_id,machine_id,operator_name,shift,date,incident_description,initial_action,severity,status
REP_4792,MCH_012,S. Kumar,Night,2025-10-10,Temperature rising faster than normal during startup.,Reduced load and notified maintenance team.,Medium,Investigating
REP_4793,MCH_038,A. Khan,Evening,2025-09-22,Oil leakage detected near coupling joint.,Checked coolant levels and filters.,Critical,Closed
REP_4794,MCH_014,J. Das,Day,2025-10-23,Unusual vibration noise observed near bearing housing.,Monitored parameters for 15 minutes.,High,Closed
REP_4795,MCH_010,A. Khan,Evening,2025-10-14,System auto-shutdown triggered by overheat sensor.,Temporarily halted machine for inspection.,Low,Open
REP_4796,MCH_017,N. Iyer,Day,2025-10-22,System auto-shutdown triggered by overheat sensor.,Temporarily halted machine for inspection.,Medium,Investigating
REP_4797,MCH_016,T. Singh,Evening,2025-10-05,Pressure fluctuations noted under steady load.,Adjusted valve and resumed normal operation.,High,Investigating
REP_4798,MCH_040,T. Singh,Night,2025-09-23,Minor smoke detected from motor casing.,Reduced load and notified maintenance team.,High,Open
REP_4799,MCH_016,A. Khan,Day,2025-09-26,Temperature rising faster than normal during startup.,Checked coolant levels and filters.,Low,Open
REP_4800,MCH_043,N. Iyer,Day,2025-10-07,Unusual vibration noise observed near bearing housing.,Temporarily halted machine for inspection.,Low,Investigating
REP_4801,MCH_002,A. Khan,Evening,2025-10-26,Oil leakage detected near coupling joint.,Monitored parameters for 15 minutes.,Critical,Closed
REP_4802,MCH_026,A. Khan,Night,2025-10-26,Slight delay in start-up sequence observed.,Reduced load and notified maintenance team.,Medium,Closed
REP_4803,MCH_031,N. Iyer,Evening,2025-10-30,Pressure fluctuations noted under steady load.,Reduced load and notified maintenance team.,Critical,Investigating
REP_4804,MCH_017,R. Verma,Day,2025-10-17,Pressure fluctuations noted under steady load.,Reduced load and notified maintenance team.,High,Investigating
REP_4805,MCH_021,N. Iyer,Night,2025-09-05,Oil leakage detected near coupling joint.,Checked coolant levels and filters.,Low,Investigating
REP_4806,MCH_038,T. Singh,Evening,2025-09-15,Pressure fluctuations noted under steady load.,Adjusted valve and resumed normal operation.,Medium,Closed
REP_4807,MCH_021,J. Das,Day,2025-09-11,Minor smoke detected from motor casing.,Monitored parameters for 15 minutes.,Low,Open
REP_4808,MCH_003,N. Iyer,Evening,2025-09-03,Temperature rising faster than normal during startup.,Adjusted valve and resumed normal operation.,High,Closed
REP_4809,MCH_040,A. Khan,Day,2025-09-25,Minor smoke detected from motor casing.,Reduced load and notified maintenance team.,Medium,Closed
REP_4810,MCH_021,T. Singh,Night,2025-10-16,System auto-shutdown triggered by overheat sensor.,Monitored parameters for 15 minutes.,High,Closed
REP_4811,MCH_023,J. Das,Day,2025-10-25,Unusual vibration noise observed near bearing housing.,Temporarily halted machine for inspection.,Medium,Closed
REP_4812,MCH_021,J. Das,Evening,2025-09-01,Minor smoke detected from motor casing.,Monitored parameters for 15 minutes.,High,Closed
REP_4813,MCH_010,J. Das,Night,2025-09-13,Slight delay in start-up sequence observed.,Adjusted valve and resumed normal operation.,Low,Investigating
REP_4814,MCH_048,T. Singh,Night,2025-09-27,Minor smoke detected from motor casing.,Adjusted valve and resumed normal operation.,High,Closed
REP_4815,MCH_039,J. Das,Day,2025-09-08,Slight delay in start-up sequence observed.,Monitored parameters for 15 minutes.,Medium,Open
REP_4816,MCH_027,S. Kumar,Day,2025-09-28,Pressure fluctuations noted under steady load.,Reduced load and notified maintenance team.,Medium,Investigating
REP_4817,MCH_001,J. Das,Day,2025-09-15,Minor smoke detected from motor casing.,Checked coolant levels and filters.,Low,Closed
REP_4818,MCH_012,T. Singh,Evening,2025-10-04,Oil leakage detected near coupling joint.,Reduced load and notified maintenance team.,Critical,Open
REP_4819,MCH_027,T. Singh,Evening,2025-10-31,Slight delay in start-up sequence observed.,Checked coolant levels and filters.,Medium,Investigating
REP_4820,MCH_021,A. Khan,Night,2025-09-28,Oil leakage detected near coupling joint.,Reset system and escalated to engineering.,Critical,Closed
REP_4821,MCH_024,N. Iyer,Night,2025-10-18,Minor smoke detected from motor casing.,Reset system and escalated to engineering.,High,Closed
REP_4822,MCH_021,R. Verma,Night,2025-09-04,Slight delay in start-up sequence observed.,Reduced load and notified maintenance team.,High,Open
REP_4823,MCH_012,A. Khan,Day,2025-09-04,Temperature rising faster than normal during startup.,Temporarily halted machine for inspection.,Low,Open
REP_4824,MCH_006,J. Das,Day,2025-09-24,System auto-shutdown triggered by overheat sensor.,Temporarily halted machine for inspection.,High,Open
REP_4825,MCH_031,N. Iyer,Night,2025-09-30,Minor smoke detected from motor casing.,Reset system and escalated to engineering.,Critical,Open
REP_4826,MCH_020,N. Iyer,Day,2025-09-27,Pressure fluctuations noted under steady load.,Adjusted valve and resumed normal operation.,Medium,Closed
REP_4827,MCH_023,S. Kumar,Evening,2025-09-05,Minor smoke detected from motor casing.,Reduced load and notified maintenance team.,High,Open
REP_4828,MCH_023,A. Khan,Evening,2025-10-16,Minor smoke detected from motor casing.,Temporarily halted machine for inspection.,High,Investigating
REP_4829,MCH_002,J. Das,Day,2025-10-01,Pressure fluctuations noted under steady load.,Checked coolant levels and filters.,Low,Investigating
REP_4830,MCH_003,J. Das,Day,2025-09-28,Unusual vibration noise observed near bearing housing.,Temporarily halted machine for inspection.,Critical,Investigating
REP_4831,MCH_018,A. Khan,Evening,2025-10-07,Pressure fluctuations noted under steady load.,Adjusted valve and resumed normal operation.,Critical,Open
REP_4832,MCH_041,T. Singh,Night,2025-09-20,System auto-shutdown triggered by overheat sensor.,Monitored parameters for 15 minutes.,Medium,Open
REP_4833,MCH_032,N. Iyer,Evening,2025-10-11,Unusual vibration noise observed near bearing housing.,Checked coolant levels and filters.,Low,Investigating
REP_4834,MCH_012,A. Khan,Evening,2025-09-21,Oil leakage detected near coupling joint.,Checked coolant levels and filters.,High,Closed
REP_4835,MCH_019,J. Das,Night,2025-10-01,Unusual vibration noise observed near bearing housing.,Reset system and escalated to engineering.,Low,Closed
REP_4836,MCH_005,N. Iyer,Night,2025-10-04,Pressure fluctuations noted under steady load.,Checked coolant levels and filters.,Medium,Open
REP_4837,MCH_027,S. Kumar,Night,2025-09-23,Minor smoke detected from motor casing.,Temporarily halted machine for inspection.,Medium,Open
REP_4838,MCH_018,R. Verma,Night,2025-09-17,Temperature rising faster than normal during startup.,Temporarily halted machine for inspection.,Critical,Investigating
REP_4839,MCH_031,A. Khan,Evening,2025-09-18,System auto-shutdown triggered by overheat sensor.,Temporarily halted machine for inspection.,High,Investigating
REP_4840,MCH_008,R. Verma,Day,2025-09-16,Slight delay in start-up sequence observed.,Monitored parameters for 15 minutes.,Medium,Open
REP_4841,MCH_028,R. Verma,Day,2025-09-07,System auto-shutdown triggered by overheat sensor.,Checked coolant levels and filters.,Low,Closed
REP_4842,MCH_047,R. Verma,Day,2025-09-27,Minor smoke detected from motor casing.,Checked coolant levels and filters.,High,Open
REP_4843,MCH_036,A. Khan,Day,2025-10-02,Unusual vibration noise observed near bearing housing.,Reduced load and notified maintenance team.,Critical,Closed
REP_4844,MCH_034,S. Kumar,Day,2025-10-05,Oil leakage detected near coupling joint.,Reduced load and notified maintenance team.,Medium,Investigating
REP_4845,MCH_018,R. Verma,Evening,2025-09-12,Pressure fluctuations noted under steady load.,Reduced load and notified maintenance team.,High,Open
REP_4846,MCH_035,R. Verma,Night,2025-09-29,Minor smoke detected from motor casing.,Checked coolant levels and filters.,Critical,Open
REP_4847,MCH_011,J. Das,Day,2025-10-28,Pressure fluctuations noted under steady load.,Reset system and escalated to engineering.,Low,Open
REP_4848,MCH_024,T. Singh,Evening,2025-10-09,Temperature rising faster than normal during startup.,Adjusted valve and resumed normal operation.,Critical,Closed
REP_4849,MCH_049,N. Iyer,Evening,2025-10-27,Slight delay in start-up sequence observed.,Temporarily halted machine for inspection.,Critical,Investigating
REP_4850,MCH_021,S. Kumar,Evening,2025-09-10,Slight delay in start-up sequence observed.,Adjusted valve and resumed normal operation.,High,Investigating
REP_4851,MCH_039,T. Singh,Day,2025-10-08,Slight delay in start-up sequence observed.,Adjusted valve and resumed normal operation.,Low,Open
REP_4852,MCH_031,J. Das,Night,2025-09-16,Unusual vibration noise observed near bearing housing.,Reset system and escalated to engineering.,Low,Investigating
REP_4853,MCH_035,S. Kumar,Evening,2025-10-05,Unusual vibration noise observed near bearing housing.,Checked coolant levels and filters.,Critical,Closed
REP_4854,MCH_044,R. Verma,Evening,2025-09-10,System auto-shutdown triggered by overheat sensor.,Reduced load and notified maintenance team.,Critical,Closed
REP_4855,MCH_018,S. Kumar,Day,2025-09-05,Unusual vibration noise observed near bearing housing.,Reset system and escalated to engineering.,High,Open
REP_4856,MCH_021,N. Iyer,Night,2025-10-14,Pressure fluctuations noted under steady load.,Checked coolant levels and filters.,Low,Investigating
REP_4857,MCH_035,R. Verma,Evening,2025-09-04,Slight delay in start-up sequence observed.,Reset system and escalated to engineering.,Critical,Investigating
REP_4858,MCH_040,T. Singh,Evening,2025-10-18,System auto-shutdown triggered by overheat sensor.,Monitored parameters for 15 minutes.,Medium,Investigating
REP_4859,MCH_045,A. Khan,Day,2025-10-12,Temperature rising faster than normal during startup.,Adjusted valve and resumed normal operation.,Medium,Investigating
REP_4860,MCH_033,S. Kumar,Night,2025-10-17,Temperature rising faster than normal during startup.,Monitored parameters for 15 minutes.,High,Investigating
REP_4861,MCH_035,A. Khan,Night,2025-09-21,Minor smoke detected from motor casing.,Reduced load and notified maintenance team.,High,Closed
REP_4862,MCH_029,J. Das,Evening,2025-09-16,Minor smoke detected from motor casing.,Checked coolant levels and filters.,High,Open
REP_4863,MCH_002,S. Kumar,Day,2025-09-05,Oil leakage detected near coupling joint.,Checked coolant levels and filters.,Low,Investigating
REP_4864,MCH_011,T. Singh,Evening,2025-10-11,Temperature rising faster than normal during startup.,Monitored parameters for 15 minutes.,Medium,Open
REP_4865,MCH_011,R. Verma,Evening,2025-10-23,Oil leakage detected near coupling joint.,Temporarily halted machine for inspection.,Low,Closed
REP_4866,MCH_036,S. Kumar,Evening,2025-10-28,System auto-shutdown triggered by overheat sensor.,Adjusted valve and resumed normal operation.,Low,Closed
REP_4867,MCH_020,N. Iyer,Evening,2025-09-21,Unusual vibration noise observed near bearing housing.,Reduced load and notified maintenance team.,Critical,Open
REP_4868,MCH_009,T. Singh,Evening,2025-10-23,Pressure fluctuations noted under steady load.,Reset system and escalated to engineering.,Critical,Open
REP_4869,MCH_009,N. Iyer,Night,2025-09-20,Unusual vibration noise observed near bearing housing.,Reset system and escalated to engineering.,High,Closed
REP_4870,MCH_024,J. Das,Day,2025-09-17,Minor smoke detected from motor casing.,Checked coolant levels and filters.,Critical,Open
REP_4871,MCH_043,J. Das,Day,2025-09-10,Oil leakage detected near coupling joint.,Adjusted valve and resumed normal operation.,Critical,Investigating
REP_4872,MCH_010,A. Khan,Evening,2025-09-11,Slight delay in start-up sequence observed.,Checked coolant levels and filters.,Medium,Closed
REP_4873,MCH_050,T. Singh,Evening,2025-09-24,Minor smoke detected from motor casing.,Adjusted valve and resumed normal operation.,Low,Closed
REP_4874,MCH_018,A. Khan,Night,2025-10-26,Slight delay in start-up sequence observed.,Checked coolant levels and filters.,Low,Investigating
REP_4875,MCH_002,S. Kumar,Day,2025-10-07,Oil leakage detected near coupling joint.,Adjusted valve and resumed normal operation.,Low,Open
REP_4876,MCH_036,J. Das,Night,2025-10-08,System auto-shutdown triggered by overheat sensor.,Monitored parameters for 15 minutes.,Critical,Investigating
REP_4877,MCH_016,A. Khan,Day,2025-10-24,Oil leakage detected near coupling joint.,Checked coolant levels and filters.,Medium,Closed
REP_4878,MCH_017,T. Singh,Day,2025-10-09,Temperature rising faster than normal during startup.,Temporarily halted machine for inspection.,Low,Closed
REP_4879,MCH_029,J. Das,Evening,2025-09-12,System auto-shutdown triggered by overheat sensor.,Monitored parameters for 15 minutes.,Medium,Open
REP_4880,MCH_045,J. Das,Evening,2025-09-12,Unusual vibration noise observed near bearing housing.,Adjusted valve and resumed normal operation.,Low,Investigating
REP_4881,MCH_036,R. Verma,Day,2025-09-18,Pressure fluctuations noted under steady load.,Reduced load and notified maintenance team.,High,Closed
REP_4882,MCH_012,A. Khan,Evening,2025-10-19,Pressure fluctuations noted under steady load.,Checked coolant levels and filters.,Low,Closed
REP_4883,MCH_032,T. Singh,Night,2025-09-02,Unusual vibration noise observed near bearing housing.,Adjusted valve and resumed normal operation.,Low,Open
REP_4884,MCH_043,S. Kumar,Day,2025-09-15,Slight delay in start-up sequence observed.,Reduced load and notified maintenance team.,Critical,Investigating
REP_4885,MCH_003,T. Singh,Night,2025-09-10,Slight delay in start-up sequence observed.,Monitored parameters for 15 minutes.,Low,Investigating
REP_4886,MCH_003,A. Khan,Day,2025-09-25,Pressure fluctuations noted under steady load.,Checked coolant levels and filters.,Critical,Closed
REP_4887,MCH_009,A. Khan,Night,2025-10-25,Pressure fluctuations noted under steady load.,Reduced load and notified maintenance team.,High,Investigating
REP_4888,MCH_033,S. Kumar,Night,2025-10-19,Oil leakage detected near coupling joint.,Reduced load and notified maintenance team.,High,Investigating
REP_4889,MCH_026,A. Khan,Day,2025-10-29,Minor smoke detected from motor casing.,Adjusted valve and resumed normal operation.,Critical,Investigating
REP_4890,MCH_020,N. Iyer,Day,2025-09-15,Pressure fluctuations noted under steady load.,Reset system and escalated to engineering.,Low,Closed
REP_4891,MCH_018,J. Das,Day,2025-09-29,Oil leakage detected near coupling joint.,Temporarily halted machine for inspection.,Critical,Open
REP_4892,MCH_026,N. Iyer,Day,2025-10-18,Pressure fluctuations noted under steady load.,Reduced load and notified maintenance team.,Medium,Investigating
REP_4893,MCH_027,A. Khan,Day,2025-09-05,Minor smoke detected from motor casing.,Reset system and escalated to engineering.,High,Investigating
REP_4894,MCH_014,R. Verma,Day,2025-09-10,Pressure fluctuations noted under steady load.,Temporarily halted machine for inspection.,Medium,Closed
REP_4895,MCH_001,A. Khan,Evening,2025-09-18,System auto-shutdown triggered by overheat sensor.,Reduced load and notified maintenance team.,Medium,Closed
REP_4896,MCH_046,N. Iyer,Night,2025-10-23,Pressure fluctuations noted under steady load.,Temporarily halted machine for inspection.,Medium,Open
REP_4897,MCH_027,J. Das,Evening,2025-10-26,Slight delay in start-up sequence observed.,Reduced load and notified maintenance team.,Medium,Investigating
REP_4898,MCH_021,R. Verma,Day,2025-10-26,Slight delay in start-up sequence observed.,Adjusted valve and resumed normal operation.,Low,Closed
REP_4899,MCH_045,T. Singh,Day,2025-10-21,Minor smoke detected from motor casing.,Checked coolant levels and filters.,High,Open
REP_4900,MCH_049,S. Kumar,Evening,2025-09-05,Temperature rising faster than normal during startup.,Reduced load and notified maintenance team.,Low,Investigating
REP_4901,MCH_050,J. Das,Day,2025-10-15,Oil leakage detected near coupling joint.,Reset system and escalated to engineering.,Low,Closed
REP_4902,MCH_019,T. Singh,Day,2025-10-24,Unusual vibration noise observed near bearing housing.,Reset system and escalated to engineering.,Medium,Closed
REP_4903,MCH_043,N. Iyer,Day,2025-10-31,Minor smoke detected from motor casing.,Reduced load and notified maintenance team.,Low,Investigating
REP_4904,MCH_047,R. Verma,Evening,2025-09-24,Unusual vibration noise observed near bearing housing.,Checked coolant levels and filters.,Low,Closed
REP_4905,MCH_042,T. Singh,Day,2025-10-19,Slight delay in start-up sequence observed.,Reduced load and notified maintenance team.,Medium,Open
REP_4906,MCH_017,R. Verma,Night,2025-09-05,Slight delay in start-up sequence observed.,Adjusted valve and resumed normal operation.,Critical,Closed
REP_4907,MCH_037,S. Kumar,Night,2025-10-13,Minor smoke detected from motor casing.,Checked coolant levels and filters.,High,Investigating
REP_4908,MCH_016,N. Iyer,Day,2025-10-26,Temperature rising faster than normal during startup.,Reset system and escalated to engineering.,High,Open
REP_4909,MCH_015,J. Das,Evening,2025-09-10,Pressure fluctuations noted under steady load.,Monitored parameters for 15 minutes.,Medium,Open
REP_4910,MCH_046,N. Iyer,Evening,2025-10-10,Unusual vibration noise observed near bearing housing.,Reset system and escalated to engineering.,Low,Closed
REP_4911,MCH_049,J. Das,Night,2025-10-20,Oil leakage detected near coupling joint.,Temporarily halted machine for inspection.,High,Open
REP_4912,MCH_011,N. Iyer,Night,2025-10-01,Minor smoke detected from motor casing.,Reset system and escalated to engineering.,Low,Closed
REP_4913,MCH_002,T. Singh,Night,2025-09-26,System auto-shutdown triggered by overheat sensor.,Adjusted valve and resumed normal operation.,High,Investigating
REP_4914,MCH_034,J. Das,Day,2025-10-28,System auto-shutdown triggered by overheat sensor.,Checked coolant levels and filters.,Medium,Open
REP_4915,MCH_028,N. Iyer,Day,2025-09-28,Temperature rising faster than normal during startup.,Temporarily halted machine for inspection.,Medium,Open
REP_4916,MCH_045,S. Kumar,Day,2025-10-04,Slight delay in start-up sequence observed.,Reduced load and notified maintenance team.,Critical,Open
REP_4917,MCH_050,A. Khan,Evening,2025-09-27,Minor smoke detected from motor casing.,Adjusted valve and resumed normal operation.,Critical,Investigating
REP_4918,MCH_012,S. Kumar,Day,2025-09-03,Minor smoke detected from motor casing.,Checked coolant levels and filters.,Medium,Closed
REP_4919,MCH_010,J. Das,Day,2025-09-23,Unusual vibration noise observed near bearing housing.,Temporarily halted machine for inspection.,Low,Closed
REP_4920,MCH_025,R. Verma,Day,2025-09-26,Pressure fluctuations noted under steady load.,Reduced load and notified maintenance team.,Medium,Open
REP_4921,MCH_045,N. Iyer,Night,2025-10-30,Oil leakage detected near coupling joint.,Reduced load and notified maintenance team.,High,Open
REP_4922,MCH_001,N. Iyer,Night,2025-10-08,Oil leakage detected near coupling joint.,Reset system and escalated to engineering.,High,Closed
REP_4923,MCH_017,N. Iyer,Evening,2025-10-30,Pressure fluctuations noted under steady load.,Temporarily halted machine for inspection.,Critical,Open
REP_4924,MCH_028,S. Kumar,Day,2025-09-29,Oil leakage detected near coupling joint.,Checked coolant levels and filters.,Medium,Closed
REP_4925,MCH_039,N. Iyer,Day,2025-10-14,Minor smoke detected from motor casing.,Temporarily halted machine for inspection.,Medium,Investigating
REP_4926,MCH_027,S. Kumar,Night,2025-09-25,Unusual vibration noise observed near bearing housing.,Reduced load and notified maintenance team.,High,Investigating
REP_4927,MCH_003,R. Verma,Evening,2025-09-25,Minor smoke detected from motor casing.,Adjusted valve and resumed normal operation.,Low,Closed
REP_4928,MCH_039,T. Singh,Evening,2025-09-02,Slight delay in start-up sequence observed.,Checked coolant levels and filters.,Critical,Investigating
REP_4929,MCH_014,A. Khan,Day,2025-10-13,Temperature rising faster than normal during startup.,Reset system and escalated to engineering.,Medium,Closed
REP_4930,MCH_034,S. Kumar,Day,2025-09-07,Slight delay in start-up sequence observed.,Temporarily halted machine for inspection.,High,Investigating
REP_4931,MCH_037,T. Singh,Evening,2025-09-02,Pressure fluctuations noted under steady load.,Checked coolant levels and filters.,High,Open
REP_4932,MCH_020,J. Das,Day,2025-09-12,Slight delay in start-up sequence observed.,Checked coolant levels and filters.,Low,Closed
REP_4933,MCH_041,N. Iyer,Evening,2025-09-14,Slight delay in start-up sequence observed.,Reset system and escalated to engineering.,High,Open
REP_4934,MCH_023,N. Iyer,Day,2025-10-22,Slight delay in start-up sequence observed.,Reduced load and notified maintenance team.,Critical,Open
REP_4935,MCH_007,R. Verma,Night,2025-10-17,Pressure fluctuations noted under steady load.,Checked coolant levels and filters.,Critical,Closed
REP_4936,MCH_022,T. Singh,Day,2025-09-06,Pressure fluctuations noted under steady load.,Reduced load and notified maintenance team.,Medium,Closed
REP_4937,MCH_022,T. Singh,Day,2025-09-22,Temperature rising faster than normal during startup.,Temporarily halted machine for inspection.,Low,Open
REP_4938,MCH_013,T. Singh,Evening,2025-09-18,Oil leakage detected near coupling joint.,Adjusted valve and resumed normal operation.,Critical,Closed
REP_4939,MCH_037,J. Das,Night,2025-10-29,Slight delay in start-up sequence observed.,Reduced load and notified maintenance team.,Medium,Open
REP_4940,MCH_018,R. Verma,Day,2025-09-18,Minor smoke detected from motor casing.,Monitored parameters for 15 minutes.,High,Open
REP_4941,MCH_031,R. Verma,Evening,2025-10-08,Slight delay in start-up sequence observed.,Checked coolant levels and filters.,Critical,Closed
REP_4942,MCH_006,A. Khan,Day,2025-09-12,Pressure fluctuations noted under steady load.,Monitored parameters for 15 minutes.,Low,Investigating
REP_4943,MCH_028,R. Verma,Night,2025-10-28,Pressure fluctuations noted under steady load.,Reset system and escalated to engineering.,Medium,Closed
REP_4944,MCH_050,N. Iyer,Evening,2025-10-13,Pressure fluctuations noted under steady load.,Reset system and escalated to engineering.,High,Investigating
REP_4945,MCH_036,N. Iyer,Day,2025-10-27,Minor smoke detected from motor casing.,Monitored parameters for 15 minutes.,Critical,Open
REP_4946,MCH_021,N. Iyer,Evening,2025-10-03,Minor smoke detected from motor casing.,Reset system and escalated to engineering.,Critical,Closed
REP_4947,MCH_013,T. Singh,Evening,2025-10-28,Oil leakage detected near coupling joint.,Temporarily halted machine for inspection.,Medium,Open
REP_4948,MCH_022,T. Singh,Evening,2025-10-24,Temperature rising faster than normal during startup.,Reset system and escalated to engineering.,High,Closed
REP_4949,MCH_045,R. Verma,Day,2025-10-23,Slight delay in start-up sequence observed.,Adjusted valve and resumed normal operation.,Low,Open
REP_4950,MCH_001,J. Das,Evening,2025-09-29,Oil leakage detected near coupling joint.,Temporarily halted machine for inspection.,Low,Closed
REP_4951,MCH_030,S. Kumar,Evening,2025-09-28,Pressure fluctuations noted under steady load.,Reduced load and notified maintenance team.,Low,Investigating
REP_4952,MCH_018,R. Verma,Evening,2025-09-17,System auto-shutdown triggered by overheat sensor.,Adjusted valve and resumed normal operation.,Medium,Open
REP_4953,MCH_032,R. Verma,Day,2025-10-08,Unusual vibration noise observed near bearing housing.,Adjusted valve and resumed normal operation.,Low,Investigating
REP_4954,MCH_039,S. Kumar,Evening,2025-10-27,System auto-shutdown triggered by overheat sensor.,Temporarily halted machine for inspection.,High,Investigating
REP_4955,MCH_035,T. Singh,Day,2025-10-08,Oil leakage detected near coupling joint.,Reset system and escalated to engineering.,Critical,Investigating
REP_4956,MCH_022,T. Singh,Day,2025-09-26,Oil leakage detected near coupling joint.,Reduced load and notified maintenance team.,Medium,Open
REP_4957,MCH_006,J. Das,Day,2025-10-12,Slight delay in start-up sequence observed.,Checked coolant levels and filters.,Low,Open
REP_4958,MCH_035,T. Singh,Night,2025-09-18,Temperature rising faster than normal during startup.,Temporarily halted machine for inspection.,Low,Investigating
REP_4959,MCH_030,R. Verma,Night,2025-09-08,Oil leakage detected near coupling joint.,Temporarily halted machine for inspection.,Medium,Closed
REP_4960,MCH_009,R. Verma,Day,2025-09-26,System auto-shutdown triggered by overheat sensor.,Adjusted valve and resumed normal operation.,High,Open
REP_4961,MCH_006,J. Das,Day,2025-10-29,Pressure fluctuations noted under steady load.,Reduced load and notified maintenance team.,Critical,Investigating
REP_4962,MCH_049,A. Khan,Evening,2025-10-19,Temperature rising faster than normal during startup.,Reset system and escalated to engineering.,High,Closed
REP_4963,MCH_044,T. Singh,Night,2025-09-06,Unusual vibration noise observed near bearing housing.,Monitored parameters for 15 minutes.,Low,Closed
REP_4964,MCH_029,R. Verma,Evening,2025-10-12,Temperature rising faster than normal during startup.,Adjusted valve and resumed normal operation.,Low,Closed
REP_4965,MCH_001,J. Das,Night,2025-10-19,Minor smoke detected from motor casing.,Adjusted valve and resumed normal operation.,Critical,Open
REP_4966,MCH_037,R. Verma,Evening,2025-10-02,Unusual vibration noise observed near bearing housing.,Monitored parameters for 15 minutes.,Low,Investigating
REP_4967,MCH_025,J. Das,Night,2025-09-10,System auto-shutdown triggered by overheat sensor.,Reduced load and notified maintenance team.,High,Investigating
REP_4968,MCH_031,T. Singh,Day,2025-09-04,Oil leakage detected near coupling joint.,Reduced load and notified maintenance team.,Low,Closed
REP_4969,MCH_024,J. Das,Evening,2025-10-13,Temperature rising faster than normal during startup.,Monitored parameters for 15 minutes.,High,Open
REP_4970,MCH_022,T. Singh,Night,2025-10-15,System auto-shutdown triggered by overheat sensor.,Checked coolant levels and filters.,Low,Closed
REP_4971,MCH_003,A. Khan,Night,2025-09-29,Minor smoke detected from motor casing.,Checked coolant levels and filters.,Critical,Open
REP_4972,MCH_021,T. Singh,Day,2025-09-23,Pressure fluctuations noted under steady load.,Monitored parameters for 15 minutes.,Low,Investigating
REP_4973,MCH_016,R. Verma,Night,2025-10-02,Slight delay in start-up sequence observed.,Adjusted valve and resumed normal operation.,Medium,Investigating
REP_4974,MCH_019,A. Khan,Evening,2025-10-31,System auto-shutdown triggered by overheat sensor.,Monitored parameters for 15 minutes.,Medium,Closed
REP_4975,MCH_007,R. Verma,Evening,2025-09-19,Unusual vibration noise observed near bearing housing.,Reset system and escalated to engineering.,Medium,Investigating
REP_4976,MCH_022,R. Verma,Night,2025-10-19,Pressure fluctuations noted under steady load.,Temporarily halted machine for inspection.,Medium,Open
REP_4977,MCH_024,T. Singh,Evening,2025-10-31,Minor smoke detected from motor casing.,Reduced load and notified maintenance team.,High,Open
REP_4978,MCH_040,J. Das,Day,2025-10-21,Oil leakage detected near coupling joint.,Temporarily halted machine for inspection.,Critical,Closed
REP_4979,MCH_032,A. Khan,Evening,2025-09-16,Minor smoke detected from motor casing.,Checked coolant levels and filters.,Low,Closed
REP_4980,MCH_013,R. Verma,Evening,2025-09-14,Pressure fluctuations noted under steady load.,Adjusted valve and resumed normal operation.,High,Open
REP_4981,MCH_009,J. Das,Day,2025-09-15,System auto-shutdown triggered by overheat sensor.,Reduced load and notified maintenance team.,High,Closed
REP_4982,MCH_005,T. Singh,Day,2025-09-10,System auto-shutdown triggered by overheat sensor.,Checked coolant levels and filters.,Low,Investigating
REP_4983,MCH_015,R. Verma,Evening,2025-09-28,Unusual vibration noise observed near bearing housing.,Monitored parameters for 15 minutes.,Critical,Open
REP_4984,MCH_046,A. Khan,Evening,2025-09-07,Temperature rising faster than normal during startup.,Monitored parameters for 15 minutes.,Low,Open
REP_4985,MCH_033,N. Iyer,Evening,2025-10-03,Pressure fluctuations noted under steady load.,Adjusted valve and resumed normal operation.,Low,Closed
REP_4986,MCH_001,N. Iyer,Day,2025-10-10,Unusual vibration noise observed near bearing housing.,Reset system and escalated to engineering.,Low,Investigating
REP_4987,MCH_023,J. Das,Evening,2025-09-12,Pressure fluctuations noted under steady load.,Monitored parameters for 15 minutes.,Critical,Investigating
REP_4988,MCH_019,N. Iyer,Night,2025-09-25,Temperature rising faster than normal during startup.,Reduced load and notified maintenance team.,Low,Open
REP_4989,MCH_027,A. Khan,Night,2025-10-08,Pressure fluctuations noted under steady load.,Temporarily halted machine for inspection.,Medium,Open
REP_4990,MCH_050,R. Verma,Evening,2025-10-01,Oil leakage detected near coupling joint.,Monitored parameters for 15 minutes.,High,Open
REP_4991,MCH_027,S. Kumar,Evening,2025-09-17,Slight delay in start-up sequence observed.,Checked coolant levels and filters.,Medium,Investigating
REP_4992,MCH_046,A. Khan,Day,2025-10-14,Temperature rising faster than normal during startup.,Adjusted valve and resumed normal operation.,Low,Closed
REP_4993,MCH_033,J. Das,Day,2025-09-22,Pressure fluctuations noted under steady load.,Reduced load and notified maintenance team.,Medium,Open
REP_4994,MCH_011,T. Singh,Day,2025-10-09,Temperature rising faster than normal during startup.,Adjusted valve and resumed normal operation.,Medium,Investigating
REP_4995,MCH_032,S. Kumar,Day,2025-10-24,Temperature rising faster than normal during startup.,Temporarily halted machine for inspection.,High,Investigating
REP_4996,MCH_030,R. Verma,Day,2025-10-26,Minor smoke detected from motor casing.,Adjusted valve and resumed normal operation.,Medium,Open
REP_4997,MCH_013,J. Das,Night,2025-09-10,Oil leakage detected near coupling joint.,Reduced load and notified maintenance team.,Medium,Open
REP_4998,MCH_012,R. Verma,Evening,2025-10-08,Unusual vibration noise observed near bearing housing.,Adjusted valve and resumed normal operation.,High,Closed
